datetime,MS_pres,MS_temp,R_av,i_av,Therm_temp
2022/3/11 4:3:18,6.54,1248.89,454.253,0.0008,-63.52
2022/3/11 4:5:54,6.54,1247.90,455.245,0.0008,-63.77
2022/3/11 4:8:30,6.55,1247.42,457.512,0.0008,-63.97
2022/3/11 4:11:6,6.56,1247.52,460.012,0.0008,-63.81
2022/3/11 4:13:42,6.57,1246.66,461.750,0.0008,-63.72
2022/3/11 4:16:18,6.57,1244.88,465.743,0.0008,-63.77
2022/3/11 4:18:53,6.58,1244.21,483.929,0.0008,-64.14
2022/3/11 4:21:29,6.59,1243.46,481.266,0.0008,-64.40
2022/3/11 4:24:5,6.60,1243.30,478.471,0.0008,-63.64
2022/3/11 4:26:41,6.61,1242.99,479.142,0.0008,-63.81
2022/3/11 4:29:17,6.61,1242.18,475.282,0.0008,-63.81
2022/3/11 4:31:52,6.63,1241.35,473.950,0.0008,-63.89
2022/3/11 4:34:28,6.63,1241.18,468.665,0.0008,-63.24
2022/3/11 4:37:3,6.65,1240.09,465.017,0.0008,-63.81
2022/3/11 4:39:39,6.65,1239.93,460.194,0.0008,-64.06
2022/3/11 4:42:15,6.66,1240.01,453.037,0.0008,-63.97
2022/3/11 4:44:51,6.67,1238.94,448.085,0.0008,-63.97
2022/3/11 4:47:27,6.69,1237.88,447.994,0.0008,-63.89
2022/3/11 4:50:2,6.69,1237.18,446.282,0.0008,-64.01
2022/3/11 4:52:38,6.70,1236.60,442.730,0.0008,-63.77
2022/3/11 4:55:14,6.71,1236.30,437.656,0.0008,-63.60
2022/3/11 4:57:50,6.72,1235.96,433.668,0.0008,-63.93
2022/3/11 5:0:26,6.73,1235.38,439.088,0.0008,-63.85
2022/3/11 5:3:1,6.73,1235.73,433.422,0.0008,-64.23
2022/3/11 5:5:37,6.74,1235.77,436.818,0.0008,-64.01
2022/3/11 5:8:13,6.74,1235.10,428.566,0.0008,-64.01
2022/3/11 5:10:49,6.75,1234.39,427.865,0.0008,-63.44
2022/3/11 5:13:25,6.75,1233.24,423.510,0.0008,-63.40
2022/3/11 5:16:0,6.76,1233.44,422.660,0.0008,-64.01
2022/3/11 5:18:36,6.76,1233.92,425.007,0.0008,-63.85
2022/3/11 5:21:12,6.76,1233.32,426.211,0.0008,-64.01
2022/3/11 5:23:48,6.76,1232.84,429.838,0.0008,-63.52
2022/3/11 5:26:24,6.77,1232.24,424.376,0.0008,-64.06
2022/3/11 5:28:59,6.77,1231.68,430.393,0.0008,-63.64
2022/3/11 5:31:35,6.77,1231.30,431.201,0.0008,-63.40
2022/3/11 5:34:11,6.78,1230.12,437.096,0.0008,-64.27
2022/3/11 5:36:47,6.78,1229.76,439.048,0.0008,-63.60
2022/3/11 5:39:23,6.79,1229.98,436.992,0.0008,-63.77
2022/3/11 5:41:59,6.78,1230.41,435.849,0.0008,-63.48
2022/3/11 5:44:34,6.78,1230.23,435.092,0.0008,-63.28
2022/3/11 5:47:10,6.79,1229.25,437.889,0.0008,-63.60
2022/3/11 5:49:46,6.79,1228.88,434.316,0.0008,-63.85
2022/3/11 5:52:22,6.79,1228.57,434.983,0.0008,-64.01
2022/3/11 5:54:58,6.80,1228.47,436.958,0.0008,-64.31
2022/3/11 5:57:33,6.80,1229.37,435.491,0.0008,-63.93
2022/3/11 6:0:9,6.80,1228.60,436.916,0.0008,-63.68
2022/3/11 6:2:45,6.80,1228.06,431.758,0.0008,-63.85
2022/3/11 6:5:21,6.81,1228.10,431.316,0.0008,-64.18
2022/3/11 6:7:57,6.81,1227.30,431.416,0.0008,-64.01
2022/3/11 6:10:32,6.81,1227.73,430.531,0.0008,-64.06
2022/3/11 6:13:8,6.81,1227.99,433.178,0.0008,-63.77
2022/3/11 6:15:44,6.82,1227.35,434.507,0.0008,-64.10
2022/3/11 6:18:20,6.83,1227.45,435.878,0.0008,-63.85
2022/3/11 6:20:56,6.83,1227.77,434.247,0.0008,-63.36
2022/3/11 6:23:32,6.83,1227.77,433.884,0.0008,-63.52
2022/3/11 6:26:7,6.83,1227.76,433.425,0.0008,-63.56
2022/3/11 6:28:43,6.83,1226.87,432.334,0.0008,-63.97
2022/3/11 6:31:19,6.84,1225.95,432.933,0.0008,-63.81
2022/3/11 6:33:55,6.84,1226.66,436.069,0.0008,-63.89
2022/3/11 6:36:31,6.84,1227.20,433.579,0.0008,-63.20
2022/3/11 6:39:6,6.85,1227.38,432.433,0.0008,-63.85
2022/3/11 6:41:42,6.86,1227.90,434.372,0.0008,-64.06
2022/3/11 6:44:18,6.86,1227.74,435.655,0.0008,-63.64
2022/3/11 6:46:54,6.87,1226.96,434.436,0.0008,-63.97
2022/3/11 6:49:30,6.86,1227.08,432.803,0.0008,-63.08
2022/3/11 6:52:6,6.87,1228.05,429.285,0.0008,-63.77
2022/3/11 6:54:41,6.87,1229.05,426.353,0.0008,-63.93
2022/3/11 6:57:17,6.88,1229.54,426.370,0.0008,-63.64
2022/3/11 6:59:53,6.89,1228.64,430.168,0.0008,-63.93
2022/3/11 7:2:29,6.89,1228.53,426.966,0.0008,-63.44
2022/3/11 7:5:5,6.89,1228.79,423.794,0.0008,-63.64
2022/3/11 7:7:41,6.91,1227.48,420.090,0.0008,-63.81
2022/3/11 7:10:16,6.91,1227.54,416.894,0.0008,-63.64
2022/3/11 7:12:52,6.91,1228.50,415.416,0.0008,-63.40
2022/3/11 7:15:29,6.90,1229.15,416.496,0.0008,-63.60
2022/3/11 7:18:4,6.91,1229.24,431.560,0.0008,-63.44
2022/3/11 7:20:40,6.91,1227.17,430.702,0.0008,-63.77
2022/3/11 7:23:16,6.92,1226.07,421.828,0.0008,-62.97
2022/3/11 7:25:52,6.92,1227.83,428.851,0.0008,-63.36
2022/3/11 7:28:28,6.92,1228.51,427.827,0.0008,-63.12
2022/3/11 7:31:3,6.92,1229.63,435.760,0.0008,-63.12
2022/3/11 7:33:39,6.92,1229.59,443.181,0.0008,-63.93
2022/3/11 7:36:15,6.92,1228.55,448.313,0.0008,-63.08
2022/3/11 7:38:51,6.92,1228.32,456.065,0.0008,-63.28
2022/3/11 7:41:27,6.93,1228.28,468.319,0.0008,-63.40
2022/3/11 7:44:3,6.92,1228.93,469.191,0.0008,-63.40
2022/3/11 7:46:38,6.92,1230.36,471.825,0.0008,-63.08
2022/3/11 7:49:14,6.92,1230.65,474.746,0.0008,-63.56
2022/3/11 7:51:50,6.92,1229.65,474.097,0.0008,-63.56
2022/3/11 7:54:26,6.92,1229.58,469.278,0.0008,-63.40
2022/3/11 7:57:2,6.92,1230.11,467.096,0.0008,-63.52
2022/3/11 7:59:37,6.92,1230.23,474.954,0.0008,-63.77
2022/3/11 8:2:13,6.92,1231.52,474.315,0.0008,-63.60
2022/3/11 8:4:49,6.91,1232.81,477.258,0.0008,-63.81
2022/3/11 8:7:25,6.91,1233.06,477.387,0.0008,-63.85
2022/3/11 8:10:1,6.92,1233.33,477.731,0.0008,-63.40
2022/3/11 8:12:36,6.91,1232.62,485.848,0.0008,-63.04
2022/3/11 8:15:12,6.92,1232.87,489.288,0.0008,-63.28
2022/3/11 8:17:48,6.91,1233.83,489.045,0.0008,-63.68
2022/3/11 8:20:24,6.91,1233.47,557.455,0.0008,-63.08
2022/3/11 8:23:0,6.91,1233.53,554.783,0.0008,-63.04
2022/3/11 8:25:35,6.92,1232.87,567.294,0.0008,-63.28
2022/3/11 8:28:11,6.91,1232.90,564.932,0.0008,-63.52
2022/3/11 8:30:47,6.91,1234.17,565.749,0.0008,-62.81
2022/3/11 8:33:23,6.91,1234.32,565.486,0.0008,-63.40
2022/3/11 8:35:59,6.91,1234.87,566.986,0.0008,-63.28
2022/3/11 8:38:34,6.91,1237.32,565.325,0.0008,-63.20
2022/3/11 8:41:10,6.91,1238.54,569.108,0.0008,-63.08
2022/3/11 8:43:46,6.92,1237.65,575.827,0.0008,-63.60
2022/3/11 8:46:22,6.91,1236.58,579.621,0.0008,-63.48
2022/3/11 8:48:58,6.92,1236.00,575.210,0.0008,-63.12
2022/3/11 8:51:33,6.91,1237.38,574.896,0.0008,-63.64
2022/3/11 8:54:9,6.92,1239.66,580.267,0.0008,-63.04
2022/3/11 8:56:45,6.92,1238.26,578.686,0.0008,-63.20
2022/3/11 8:59:21,6.91,1236.58,582.623,0.0008,-63.64
2022/3/11 9:1:57,6.91,1237.02,579.734,0.0008,-63.08
2022/3/11 9:4:32,6.91,1237.00,582.110,0.0008,-63.04
2022/3/11 9:7:8,6.91,1237.14,575.782,0.0008,-63.52
2022/3/11 9:9:44,6.92,1236.61,571.440,0.0008,-63.24
2022/3/11 9:12:20,6.93,1235.47,575.016,0.0008,-63.20
2022/3/11 9:14:56,6.93,1237.78,563.443,0.0008,-63.48
2022/3/11 9:17:32,6.93,1238.47,563.923,0.0008,-62.85
2022/3/11 9:20:7,6.93,1238.20,567.833,0.0008,-63.52
2022/3/11 9:22:43,6.94,1237.93,564.097,0.0008,-63.97
2022/3/11 9:25:19,6.94,1238.16,563.332,0.0008,-63.48
2022/3/11 9:27:55,6.94,1237.82,560.687,0.0008,-63.08
2022/3/11 9:30:31,6.95,1237.76,566.409,0.0008,-63.56
2022/3/11 9:33:6,6.95,1237.15,560.288,0.0008,-63.44
2022/3/11 9:35:42,6.95,1236.54,550.838,0.0008,-63.16
2022/3/11 9:38:18,6.96,1237.52,526.792,0.0008,-63.08
2022/3/11 9:40:54,6.96,1238.12,516.957,0.0008,-62.85
2022/3/11 9:43:30,6.96,1237.80,521.073,0.0008,-62.73
2022/3/11 9:46:6,6.96,1238.33,519.674,0.0008,-63.32
2022/3/11 9:48:41,6.97,1237.67,521.411,0.0008,-63.00
2022/3/11 9:51:17,6.97,1237.66,526.343,0.0008,-62.81
2022/3/11 9:53:53,6.97,1237.82,525.276,0.0008,-63.12
2022/3/11 9:56:29,6.97,1237.67,526.869,0.0008,-63.16
2022/3/11 9:59:5,6.97,1238.76,528.040,0.0008,-63.12
2022/3/11 10:1:40,6.97,1239.76,532.176,0.0008,-63.36
2022/3/11 10:4:16,6.97,1239.91,535.564,0.0008,-62.62
2022/3/11 10:6:52,6.97,1239.84,535.182,0.0008,-63.08
2022/3/11 10:9:28,6.96,1239.18,536.850,0.0008,-62.81
2022/3/11 10:12:4,6.97,1238.56,541.971,0.0008,-63.08
2022/3/11 10:14:40,6.96,1238.19,535.704,0.0008,-63.56
2022/3/11 10:17:15,6.97,1238.54,535.121,0.0008,-63.24
2022/3/11 10:19:51,6.97,1239.30,532.985,0.0007,-63.04
2022/3/11 10:22:27,6.97,1239.49,535.069,0.0007,-62.93
2022/3/11 10:25:3,6.96,1240.22,547.067,0.0007,-62.85
2022/3/11 10:27:39,6.96,1239.22,540.754,0.0007,-63.04
2022/3/11 10:30:15,6.96,1239.73,540.669,0.0007,-62.62
2022/3/11 10:32:50,6.97,1238.21,537.834,0.0007,-62.97
2022/3/11 10:35:26,6.96,1237.19,534.419,0.0007,-62.89
2022/3/11 10:38:2,6.96,1237.41,533.639,0.0007,-62.89
2022/3/11 10:40:38,6.96,1238.49,533.399,0.0007,-63.52
2022/3/11 10:43:14,6.96,1237.76,543.979,0.0007,-62.85
2022/3/11 10:45:50,6.96,1236.16,534.261,0.0007,-63.44
2022/3/11 10:48:25,6.96,1235.62,533.001,0.0007,-63.08
2022/3/11 10:51:1,6.96,1235.31,536.261,0.0007,-63.04
2022/3/11 10:53:37,6.96,1235.46,530.754,0.0007,-63.28
2022/3/11 10:56:13,6.96,1234.40,527.655,0.0007,-62.77
2022/3/11 10:58:49,6.96,1234.17,527.171,0.0007,-63.64
2022/3/11 11:1:24,6.96,1234.13,518.286,0.0007,-63.20
2022/3/11 11:4:0,6.95,1235.56,519.540,0.0007,-63.16
2022/3/11 11:6:36,6.96,1235.89,520.236,0.0007,-63.28
2022/3/11 11:9:12,6.96,1234.72,527.399,0.0007,-63.08
2022/3/11 11:11:48,6.96,1234.07,517.613,0.0007,-62.97
2022/3/11 11:14:23,6.96,1232.80,517.046,0.0007,-63.24
2022/3/11 11:16:59,6.97,1233.47,516.799,0.0007,-62.73
2022/3/11 11:19:35,6.96,1232.39,515.139,0.0007,-62.58
2022/3/11 11:22:11,6.97,1229.17,510.003,0.0007,-62.97
2022/3/11 11:24:47,6.97,1229.64,515.567,0.0007,-62.89
2022/3/11 11:27:22,6.97,1229.78,513.363,0.0007,-62.89
2022/3/11 11:29:58,6.97,1228.85,514.733,0.0007,-62.36
2022/3/11 11:32:34,6.98,1229.35,519.477,0.0007,-62.32
2022/3/11 11:35:10,6.98,1228.92,511.197,0.0007,-63.04
2022/3/11 11:37:46,6.99,1228.08,507.099,0.0008,-63.04
2022/3/11 11:40:22,6.99,1227.70,508.649,0.0008,-63.04
2022/3/11 11:42:57,7.00,1227.46,503.109,0.0008,-62.58
2022/3/11 11:45:33,7.00,1226.41,497.580,0.0008,-62.89
2022/3/11 11:48:9,7.01,1224.97,498.931,0.0008,-63.16
2022/3/11 11:50:45,7.02,1224.84,494.675,0.0008,-62.39
2022/3/11 11:53:21,7.02,1224.10,486.028,0.0008,-62.81
2022/3/11 11:55:56,7.03,1222.63,481.759,0.0008,-63.00
2022/3/11 11:58:32,7.03,1222.23,480.191,0.0008,-62.73
2022/3/11 12:1:8,7.04,1220.74,469.951,0.0008,-62.89
2022/3/11 12:3:44,7.06,1218.62,475.831,0.0008,-62.47
2022/3/11 12:6:20,7.06,1218.26,477.729,0.0008,-62.73
2022/3/11 12:8:55,7.07,1218.23,477.959,0.0008,-62.89
2022/3/11 12:11:26,7.07,1218.12,479.993,0.0008,-62.89
2022/3/11 12:14:2,7.08,1217.60,478.627,0.0008,-62.66
2022/3/11 12:16:38,7.09,1216.35,478.951,0.0008,-62.97
2022/3/11 12:19:14,7.10,1214.67,484.589,0.0008,-62.73
2022/3/11 12:21:49,7.10,1212.51,487.850,0.0008,-62.17
2022/3/11 12:24:25,7.10,1212.10,491.860,0.0008,-62.62
2022/3/11 12:27:1,7.11,1211.91,496.264,0.0008,-62.77
2022/3/11 12:29:37,7.11,1211.20,510.122,0.0008,-63.36
2022/3/11 12:32:13,7.12,1210.51,503.671,0.0008,-63.04
2022/3/11 12:34:48,7.12,1208.72,501.538,0.0008,-63.00
2022/3/11 12:37:24,7.13,1207.15,501.575,0.0008,-62.54
2022/3/11 12:40:0,7.12,1207.10,506.710,0.0008,-62.58
2022/3/11 12:42:36,7.13,1205.03,511.243,0.0008,-62.36
2022/3/11 12:45:12,7.14,1203.50,525.083,0.0008,-62.70
2022/3/11 12:47:47,7.13,1202.51,521.564,0.0008,-62.70
2022/3/11 12:50:23,7.14,1201.31,540.742,0.0008,-62.93
2022/3/11 12:52:59,7.13,1200.34,545.205,0.0008,-63.08
2022/3/11 12:55:35,7.14,1199.54,526.450,0.0008,-62.81
2022/3/11 12:58:11,7.14,1197.92,531.899,0.0008,-61.99
2022/3/11 13:0:46,7.14,1196.64,538.469,0.0008,-62.85
2022/3/11 13:3:22,7.14,1195.64,541.212,0.0008,-62.54
2022/3/11 13:5:58,7.14,1193.65,538.333,0.0008,-62.14
2022/3/11 13:8:34,7.14,1191.68,546.342,0.0008,-62.58
2022/3/11 13:11:10,7.14,1190.43,550.978,0.0008,-62.70
2022/3/11 13:13:46,7.14,1189.51,563.709,0.0008,-62.28
2022/3/11 13:16:21,7.14,1189.35,571.781,0.0008,-62.81
2022/3/11 13:18:57,7.14,1188.17,578.716,0.0008,-62.70
2022/3/11 13:21:33,7.15,1185.84,582.174,0.0008,-62.81
2022/3/11 13:24:9,7.15,1184.20,595.283,0.0008,-62.73
2022/3/11 13:26:45,7.15,1182.97,598.123,0.0008,-62.17
2022/3/11 13:29:20,7.15,1181.74,608.824,0.0008,-62.58
2022/3/11 13:31:56,7.16,1180.71,604.696,0.0008,-62.58
2022/3/11 13:34:32,7.16,1179.14,600.490,0.0008,-62.58
2022/3/11 13:37:8,7.16,1177.52,604.765,0.0008,-62.85
2022/3/11 13:39:44,7.16,1176.31,606.449,0.0008,-62.17
2022/3/11 13:42:20,7.16,1174.51,612.255,0.0008,-62.70
2022/3/11 13:44:55,7.17,1172.77,608.726,0.0008,-62.93
2022/3/11 13:47:31,7.17,1171.47,601.178,0.0008,-62.25
2022/3/11 13:50:7,7.17,1170.66,599.032,0.0008,-62.81
2022/3/11 13:52:43,7.19,1169.10,596.532,0.0008,-62.66
2022/3/11 13:55:19,7.19,1167.84,589.055,0.0008,-62.43
2022/3/11 13:57:55,7.19,1166.85,590.328,0.0008,-63.00
2022/3/11 14:0:30,7.20,1165.08,590.704,0.0008,-62.54
2022/3/11 14:3:6,7.20,1163.03,574.943,0.0008,-62.70
2022/3/11 14:5:42,7.21,1161.76,579.343,0.0008,-62.58
2022/3/11 14:8:18,7.21,1160.54,578.362,0.0008,-62.21
2022/3/11 14:10:54,7.22,1159.69,555.731,0.0008,-62.39
2022/3/11 14:13:29,7.22,1158.09,553.693,0.0008,-62.36
2022/3/11 14:16:5,7.23,1155.59,547.438,0.0008,-62.62
2022/3/11 14:18:41,7.23,1153.27,549.805,0.0008,-62.97
2022/3/11 14:21:17,7.23,1152.79,544.944,0.0008,-62.89
2022/3/11 14:23:52,7.24,1151.06,542.812,0.0008,-62.47
2022/3/11 14:26:28,7.23,1149.52,544.996,0.0008,-62.47
2022/3/11 14:29:4,7.23,1147.98,541.893,0.0008,-62.21
2022/3/11 14:31:39,7.24,1146.28,541.919,0.0008,-63.00
2022/3/11 14:34:15,7.24,1145.51,539.719,0.0008,-62.36
2022/3/11 14:36:51,7.23,1144.43,547.030,0.0008,-62.58
2022/3/11 14:39:27,7.23,1142.38,549.708,0.0008,-63.04
2022/3/11 14:42:3,7.23,1140.67,553.532,0.0008,-62.51
2022/3/11 14:44:38,7.23,1139.07,556.416,0.0008,-62.89
2022/3/11 14:47:14,7.22,1137.85,577.572,0.0008,-62.66
2022/3/11 14:49:50,7.23,1136.57,574.791,0.0008,-62.58
2022/3/11 14:52:26,7.22,1135.73,583.903,0.0008,-62.39
2022/3/11 14:55:2,7.23,1133.69,580.108,0.0008,-62.47
2022/3/11 14:57:38,7.22,1131.98,577.936,0.0008,-62.36
2022/3/11 15:0:13,7.22,1130.71,589.878,0.0008,-62.66
2022/3/11 15:2:49,7.22,1129.17,584.349,0.0008,-62.32
2022/3/11 15:5:25,7.21,1128.14,585.006,0.0008,-62.54
2022/3/11 15:8:1,7.22,1127.75,586.791,0.0008,-63.04
2022/3/11 15:10:37,7.21,1126.01,588.332,0.0008,-62.85
2022/3/11 15:13:12,7.22,1124.30,608.861,0.0008,-62.36
2022/3/11 15:15:48,7.21,1123.88,625.246,0.0008,-62.21
2022/3/11 15:18:24,7.21,1122.74,625.011,0.0008,-62.36
2022/3/11 15:21:0,7.21,1121.04,636.757,0.0008,-63.00
2022/3/11 15:23:36,7.21,1119.28,633.029,0.0008,-62.58
2022/3/11 15:26:11,7.21,1117.98,643.574,0.0008,-62.93
2022/3/11 15:28:47,7.21,1117.16,636.997,0.0008,-62.39
2022/3/11 15:31:23,7.21,1116.63,639.640,0.0008,-62.66
2022/3/11 15:33:59,7.21,1115.44,630.997,0.0008,-62.32
2022/3/11 15:36:35,7.21,1114.07,633.267,0.0008,-62.58
2022/3/11 15:39:10,7.21,1112.95,631.238,0.0008,-62.77
2022/3/11 15:41:46,7.21,1112.07,628.217,0.0008,-62.47
2022/3/11 15:44:22,7.21,1110.99,627.681,0.0008,-62.85
2022/3/11 15:46:58,7.21,1110.33,627.014,0.0008,-62.77
2022/3/11 15:49:34,7.21,1109.47,623.049,0.0008,-62.39
2022/3/11 15:52:10,7.22,1108.45,616.674,0.0008,-61.56
2022/3/11 15:54:45,7.22,1107.79,609.824,0.0008,-62.14
2022/3/11 15:57:21,7.25,1056.56,599.752,0.0008,-62.32
2022/3/11 15:59:57,7.43,1023.11,4513.609,0.0002,-61.99
2022/3/11 16:2:33,7.57,1022.38,4623.769,0.0002,-61.25
2022/3/11 16:5:9,7.63,1021.77,4350.799,0.0002,-61.25
2022/3/11 16:7:44,7.71,1022.19,4466.828,0.0002,-60.74
2022/3/11 16:10:20,7.78,1022.51,4468.853,0.0002,-60.74
2022/3/11 16:12:56,7.86,1024.84,4391.674,0.0002,-60.67
2022/3/11 16:15:32,7.95,1017.87,4317.245,0.0002,-60.67
2022/3/11 16:18:8,8.04,1013.88,4625.529,0.0002,-60.80
2022/3/11 16:20:44,8.11,1016.09,4393.843,0.0002,-60.91
2022/3/11 16:23:19,8.12,1014.84,4326.298,0.0002,-60.25
2022/3/11 16:25:55,8.14,1014.74,4225.376,0.0002,-60.57
2022/3/11 16:28:31,8.08,1014.56,4498.802,0.0002,-60.34
2022/3/11 16:31:7,7.98,1014.31,4364.260,0.0002,-60.64
2022/3/11 16:33:43,7.93,1014.21,4441.136,0.0002,-60.94
2022/3/11 16:36:18,8.02,1014.20,4434.317,0.0002,-60.61
2022/3/11 16:38:54,8.47,1014.26,4288.962,0.0002,-60.09
2022/3/11 16:41:30,8.75,1014.25,4222.577,0.0002,-59.52
2022/3/11 16:44:6,9.03,1014.28,4185.588,0.0002,-59.31
2022/3/11 16:46:42,9.33,1014.15,4165.582,0.0002,-58.66
2022/3/11 16:49:18,9.55,1014.15,4024.327,0.0002,-58.35
2022/3/11 16:51:53,9.84,1014.96,3956.626,0.0002,-58.15
2022/3/11 16:54:29,10.06,1014.78,3955.596,0.0002,-57.71
2022/3/11 16:57:5,10.30,1014.57,3559.710,0.0002,-57.87
