time,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5
4449,90.4375,54.0,35.8125,25.125,18.1875,8.25
4459,90.5,54.0,35.875,25.125,18.1875,8.25
4468,90.5,54.0625,35.875,25.125,18.1875,8.3125
4478,90.5,54.125,35.875,25.125,18.1875,8.3125
4487,90.5625,54.125,35.9375,25.1875,18.1875,8.3125
4497,90.75,54.1875,35.9375,25.1875,18.25,8.3125
4506,90.75,54.1875,35.9375,25.1875,18.25,8.3125
4516,90.6875,54.1875,35.9375,25.1875,18.25,8.3125
4525,90.6875,54.1875,36.0,25.1875,18.25,8.375
4535,90.75,54.25,36.0,25.1875,18.25,8.375
4544,90.8125,54.3125,36.0,25.1875,18.25,8.375
4554,90.8125,54.3125,36.0,25.1875,18.25,8.375
4564,90.75,54.375,36.0625,25.1875,18.25,8.375
4573,90.8125,54.375,36.0625,25.25,18.25,8.375
4583,90.75,54.4375,36.0625,25.25,18.25,8.4375
4592,90.6875,54.375,36.125,25.25,18.25,8.4375
4602,90.625,54.375,36.125,25.25,18.25,8.4375
4611,90.625,54.375,36.125,25.25,18.25,8.4375
4621,90.625,54.375,36.125,25.25,18.3125,8.4375
4630,90.625,54.4375,36.125,25.25,18.25,8.4375
4640,90.5625,54.5,36.125,25.25,18.25,8.4375
4649,90.5625,54.5,36.1875,25.25,18.3125,8.4375
4659,90.5625,54.5,36.1875,25.25,18.3125,8.5
4668,90.5625,54.5,36.1875,25.25,18.3125,8.5
4678,90.5625,54.5625,36.1875,25.25,18.3125,8.5
4687,90.5625,54.5625,36.25,25.25,18.3125,8.5
4697,90.6875,54.625,36.25,25.25,18.3125,8.5
4706,90.6875,54.625,36.25,25.25,18.3125,8.5625
4716,90.625,54.625,36.25,25.25,18.3125,8.5625
4725,90.5625,54.6875,36.25,25.3125,18.3125,8.5625
4735,90.5625,54.75,36.3125,25.3125,18.3125,8.5625
4745,90.5,54.75,36.3125,25.3125,18.3125,8.5625
4754,90.625,54.8125,36.3125,25.3125,18.3125,8.625
4764,90.625,54.875,36.3125,25.3125,18.3125,8.625
4773,90.6875,54.875,36.375,25.3125,18.3125,8.625
4783,90.75,54.9375,36.375,25.3125,18.3125,8.625
4792,90.8125,55.0,36.375,25.3125,18.375,8.625
4802,90.8125,55.0,36.375,25.3125,18.3125,8.625
4811,90.8125,55.0625,36.4375,25.3125,18.375,8.6875
4821,90.75,55.0625,36.4375,25.3125,18.375,8.6875
4830,90.75,55.125,36.5,25.3125,18.375,8.6875
4840,90.6875,55.125,36.5,25.375,18.375,8.6875
4849,90.6875,55.1875,36.5,25.375,18.375,8.6875
4859,90.6875,55.25,36.5625,25.375,18.375,8.75
4868,90.75,55.25,36.5625,25.375,18.375,8.75
4878,90.6875,55.3125,36.5625,25.375,18.375,8.75
4888,90.625,55.375,36.625,25.375,18.375,8.75
4897,90.5625,55.375,36.625,25.375,18.375,8.75
4907,90.4375,55.4375,36.625,25.375,18.375,8.75
4916,90.375,55.5,36.625,25.375,18.375,8.8125
4926,90.375,55.5625,36.6875,25.375,18.375,8.8125
4935,90.375,55.5625,36.6875,25.4375,18.375,8.8125
4945,90.4375,55.625,36.6875,25.4375,18.375,8.8125
4954,90.4375,55.625,36.75,25.4375,18.4375,8.8125
4964,90.4375,55.6875,36.75,25.4375,18.4375,8.8125
4973,90.375,55.6875,36.75,25.4375,18.4375,8.8125
4983,90.375,55.6875,36.8125,25.4375,18.4375,8.875
4992,90.375,55.6875,36.8125,25.4375,18.4375,8.875
5002,90.375,55.6875,36.8125,25.4375,18.4375,8.875
5012,90.375,55.6875,36.8125,25.4375,18.4375,8.875
5021,90.375,55.75,36.875,25.4375,18.4375,8.875
5031,90.3125,55.75,36.875,25.4375,18.4375,8.875
5040,90.25,55.8125,36.9375,25.4375,18.4375,8.875
5050,90.1875,55.8125,36.9375,25.5,18.4375,8.9375
5059,90.125,55.875,36.9375,25.5,18.4375,8.9375
5069,90.125,55.875,36.9375,25.5,18.4375,8.9375
5078,90.0625,55.875,36.9375,25.5,18.4375,8.9375
5088,90.125,55.9375,37.0,25.5,18.5,8.9375
5097,90.125,55.9375,37.0,25.5,18.5,8.9375
5107,90.125,56.0,37.0,25.5,18.5,9.0
5116,90.0625,56.0,37.0,25.5,18.5,9.0
5126,90.0,56.0625,37.0,25.5,18.5,9.0
5135,89.8125,56.0625,37.0625,25.5,18.5,9.0
5145,89.6875,56.125,37.0625,25.5,18.5,9.0
5155,89.75,56.1875,37.0625,25.5625,18.5,9.0
5164,89.75,56.1875,37.125,25.5625,18.5,9.0
5174,89.75,56.1875,37.125,25.5625,18.5,9.0625
5183,89.6875,56.25,37.125,25.5625,18.5,9.0625
5193,89.5625,56.25,37.125,25.5625,18.5,9.0625
5202,89.5,56.25,37.1875,25.5625,18.5,9.0625
5212,89.4375,56.25,37.1875,25.5625,18.5625,9.0625
5221,89.375,56.3125,37.1875,25.5625,18.5625,9.0625
5231,89.375,56.3125,37.1875,25.5625,18.5625,9.0625
5240,89.375,56.375,37.1875,25.625,18.5625,9.0625
5250,89.375,56.375,37.1875,25.625,18.5625,9.0625
5259,89.3125,56.375,37.25,25.625,18.5625,9.125
5269,89.375,56.4375,37.25,25.625,18.5625,9.125
5278,89.4375,56.4375,37.25,25.625,18.5625,9.125
5288,89.5,56.5,37.3125,25.625,18.5625,9.125
5297,89.75,56.5625,37.3125,25.625,18.5625,9.125
5307,90.125,56.6875,37.375,25.6875,18.5625,9.125
5317,90.4375,56.8125,37.375,25.6875,18.5625,9.125
5326,90.625,56.9375,37.4375,25.6875,18.5625,9.125
5336,90.75,57.0625,37.4375,25.6875,18.625,9.1875
5345,90.875,57.125,37.4375,25.6875,18.625,9.1875
5355,91.0,57.25,37.5,25.75,18.5625,9.1875
5364,91.125,57.3125,37.5,25.75,18.625,9.1875
5374,91.5625,57.4375,37.5625,25.75,18.625,9.1875
5383,91.8125,57.5,37.625,25.75,18.625,9.1875
5393,91.875,57.625,37.625,25.75,18.625,9.1875
5402,91.8125,57.6875,37.6875,25.8125,18.625,9.1875
5412,91.75,57.8125,37.6875,25.8125,18.625,9.1875
5421,91.75,57.875,37.75,25.8125,18.625,9.1875
5431,91.75,57.9375,37.75,25.8125,18.625,9.1875
5440,91.875,58.0,37.75,25.8125,18.625,9.1875
5450,91.875,58.125,37.8125,25.875,18.625,9.25
5459,91.8125,58.1875,37.8125,25.875,18.625,9.25
5469,91.9375,58.3125,37.8125,25.875,18.625,9.25
5478,91.9375,58.4375,37.875,25.875,18.6875,9.25
5488,91.875,58.5,37.875,25.875,18.6875,9.25
5497,91.8125,58.625,37.875,25.875,18.6875,9.25
5507,91.75,58.6875,37.875,25.875,18.6875,9.25
5516,91.75,58.8125,37.9375,25.875,18.6875,9.25
5526,91.75,58.9375,37.9375,25.875,18.6875,9.25
5535,91.75,59.0,37.9375,25.9375,18.6875,9.25
5545,91.875,59.0625,37.9375,25.9375,18.6875,9.25
5554,91.9375,59.1875,37.9375,25.9375,18.6875,9.25
5564,92.0625,59.1875,37.9375,25.9375,18.6875,9.3125
5573,92.3125,59.25,37.9375,25.9375,18.6875,9.3125
5583,92.4375,59.375,38.0,25.9375,18.6875,9.3125
5592,92.4375,59.5,38.0,26.0,18.6875,9.3125
5602,92.5,59.625,38.0,26.0,18.6875,9.3125
5612,92.4375,59.75,38.0,26.0,18.75,9.3125
5621,92.3125,59.875,38.0625,26.0,18.75,9.3125
5631,92.1875,60.0,38.0625,26.0,18.75,9.3125
5640,92.0,60.125,38.0625,26.0,18.75,9.3125
5650,91.875,60.25,38.0625,26.0,18.75,9.3125
5659,91.75,60.375,38.125,26.0,18.75,9.375
5669,91.8125,60.4375,38.125,26.0,18.75,9.375
5678,92.0,60.5625,38.125,26.0,18.75,9.375
5688,92.125,60.625,38.125,26.0625,18.75,9.375
5697,92.25,60.6875,38.125,26.0625,18.75,9.375
5707,92.3125,60.875,38.125,26.0625,18.75,9.375
5716,92.1875,60.9375,38.1875,26.0625,18.75,9.375
5726,92.1875,61.0,38.1875,26.0625,18.75,9.375
5735,92.25,61.0625,38.1875,26.0625,18.75,9.375
5745,92.3125,61.1875,38.1875,26.0625,18.8125,9.375
5754,92.375,61.25,38.1875,26.0625,18.8125,9.375
5764,92.5,61.3125,38.1875,26.125,18.8125,9.375
5773,92.625,61.375,38.25,26.0625,18.8125,9.375
5783,92.625,61.5625,38.25,26.125,18.8125,9.375
5792,92.5,61.6875,38.25,26.125,18.8125,9.4375
5802,92.1875,61.875,38.25,26.125,18.8125,9.375
5811,91.9375,62.0,38.3125,26.125,18.8125,9.4375
5821,91.9375,62.125,38.3125,26.125,18.8125,9.4375
5830,92.0625,62.25,38.3125,26.125,18.8125,9.4375
5840,92.1875,62.3125,38.375,26.1875,18.8125,9.4375
5849,92.25,62.375,38.375,26.125,18.8125,9.4375
5859,92.1875,62.5,38.4375,26.1875,18.8125,9.4375
5868,92.0,62.625,38.4375,26.1875,18.875,9.4375
5878,91.8125,62.75,38.4375,26.1875,18.875,9.4375
5887,91.5625,62.9375,38.5,26.1875,18.875,9.4375
5897,91.25,63.0625,38.5,26.1875,18.875,9.4375
5906,91.0,63.1875,38.5,26.1875,18.875,9.4375
5916,90.75,63.3125,38.5625,26.1875,18.875,9.4375
5925,90.625,63.5,38.5625,26.1875,18.875,9.4375
5935,90.6875,63.625,38.5625,26.25,18.875,9.4375
5944,90.875,63.75,38.625,26.25,18.875,9.4375
5954,90.75,63.9375,38.625,26.25,18.875,9.5
5963,90.75,64.0625,38.6875,26.25,18.875,9.4375
5973,90.625,64.1875,38.6875,26.25,18.9375,9.5
5982,90.4375,64.3125,38.75,26.25,18.9375,9.5
5992,90.25,64.375,38.75,26.25,18.9375,9.5
6001,90.3125,64.4375,38.75,26.3125,18.9375,9.5
